                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     29,                 1.1041,                0.96977,                 1.3572,                0.79242,                0.76058,                0.81086,                0.51083,                 1.2538,                 1.0704,                 1.3632,             0.00096125,             0.00096125,             0.00096125
                     30,                 1.1666,                0.96026,                 1.3703,                0.72574,                0.77274,                 0.7943,                0.49154,                 1.3117,                 1.0727,                 1.4002,             0.00095094,             0.00095094,             0.00095094
                     31,                 1.1499,                0.96736,                 1.3706,                0.76519,                 0.7687,                0.79619,                0.49784,                 1.2752,                  1.101,                 1.3842,             0.00094062,             0.00094062,             0.00094062
                     32,                 1.0831,                0.92634,                 1.3425,                0.78463,                0.76523,                0.79224,                0.50104,                 1.3108,                 1.0929,                 1.4034,             0.00093031,             0.00093031,             0.00093031
                     33,                 1.0986,                0.91911,                 1.3514,                0.82206,                0.78701,                0.82744,                0.53608,                 1.2454,                0.97063,                 1.3457,                0.00092,                0.00092,                0.00092
                     34,                 1.0935,                0.91033,                 1.3326,                 0.7939,                0.78223,                0.81868,                0.49983,                  1.378,                 1.0187,                 1.4286,             0.00090969,             0.00090969,             0.00090969
                     35,                 1.1214,                 0.9394,                 1.3696,                 0.7701,                0.75238,                0.78865,                0.39469,                 1.7327,                 1.1028,                 1.6438,             0.00089938,             0.00089938,             0.00089938
                     36,                 1.1109,                0.91849,                 1.3635,                0.75151,                0.74529,                0.74789,                0.47427,                 1.2525,                 1.1772,                 1.3639,             0.00088906,             0.00088906,             0.00088906
                     37,                 1.1065,                0.92288,                 1.3447,                0.74021,                0.75253,                0.80446,                0.50328,                 1.2605,                 1.0357,                 1.3591,             0.00087875,             0.00087875,             0.00087875
                     38,                 1.0569,                0.89367,                 1.3104,                0.84049,                 0.7543,                0.81596,                0.50302,                 1.3339,                0.99173,                  1.381,             0.00086844,             0.00086844,             0.00086844
                     39,                 1.0644,                0.88937,                  1.325,                0.81788,                0.78265,                0.84087,                0.54871,                 1.2267,                0.92747,                 1.3432,             0.00085813,             0.00085813,             0.00085813
                     40,                 1.0445,                0.85022,                 1.3017,                0.84097,                0.79829,                0.84813,                0.55894,                 1.1892,                0.88133,                 1.3109,             0.00084781,             0.00084781,             0.00084781
                     41,                 1.0731,                0.87111,                 1.3132,                0.86573,                0.76226,                0.84258,                0.54374,                 1.2266,                0.96371,                 1.3251,              0.0008375,              0.0008375,              0.0008375
                     42,                 1.0619,                0.88365,                 1.3231,                0.88311,                0.80315,                0.87324,                0.56437,                 1.1998,                0.86023,                 1.3106,             0.00082719,             0.00082719,             0.00082719
                     43,                 1.0517,                0.86757,                 1.2925,                0.86384,                 0.8018,                0.84021,                0.52833,                 1.3088,                0.93623,                 1.3944,             0.00081688,             0.00081688,             0.00081688
                     44,                 1.0675,                0.88994,                 1.2997,                0.84179,                0.79266,                0.84028,                0.44615,                 1.6768,                 0.9868,                  1.627,             0.00080656,             0.00080656,             0.00080656
                     45,                 1.0777,                0.87628,                 1.3158,                0.90792,                0.75642,                0.84701,                0.51154,                 1.3834,                0.91101,                 1.4146,             0.00079625,             0.00079625,             0.00079625
                     46,                 1.0419,                0.87426,                 1.3062,                0.80494,                0.75722,                0.81786,                0.54121,                 1.1574,                0.94533,                 1.2825,             0.00078594,             0.00078594,             0.00078594
                     47,                 1.0268,                0.82434,                 1.2814,                0.82132,                0.73227,                0.82784,                0.53152,                 1.2537,                0.97597,                 1.3323,             0.00077563,             0.00077563,             0.00077563
                     48,                 1.0548,                0.88199,                 1.2943,                0.82705,                0.75279,                0.82459,                0.51951,                 1.2561,                0.93645,                 1.3451,             0.00076531,             0.00076531,             0.00076531
                     49,                 1.0461,                0.84324,                 1.2973,                0.81301,                0.77452,                0.83154,                0.50821,                 1.3405,                0.91278,                 1.3992,               0.000755,               0.000755,               0.000755
                     50,                 1.1062,                0.87949,                 1.3311,                0.80457,                0.77394,                0.84165,                0.54025,                 1.2278,                0.91626,                 1.3234,             0.00074469,             0.00074469,             0.00074469
                     51,                 1.0547,                0.85712,                 1.2994,                0.84263,                0.77848,                0.84976,                0.55962,                 1.2058,                 0.8288,                 1.3129,             0.00073437,             0.00073437,             0.00073437
                     52,                 1.0483,                 0.8016,                 1.2676,                0.81761,                 0.8164,                0.85783,                  0.554,                 1.2162,                0.85591,                 1.3312,             0.00072406,             0.00072406,             0.00072406
                     53,                  1.046,                0.84974,                  1.295,                0.84916,                0.80215,                0.86479,                0.54942,                 1.2718,                0.84451,                  1.361,             0.00071375,             0.00071375,             0.00071375
                     54,                 1.0238,                0.83697,                 1.2787,                0.78902,                0.82636,                0.84303,                0.52708,                 1.2777,                0.83388,                 1.3873,             0.00070344,             0.00070344,             0.00070344
                     55,                 1.0672,                0.80625,                 1.2936,                0.85108,                 0.8054,                0.85125,                  0.558,                 1.1678,                0.79618,                 1.3129,             0.00069313,             0.00069313,             0.00069313
                     56,                 1.0197,                0.79927,                 1.2801,                0.89502,                0.74247,                0.84299,                 0.5579,                 1.2003,                0.83777,                 1.3072,             0.00068281,             0.00068281,             0.00068281
                     57,                 1.0421,                0.78795,                 1.2699,                0.89153,                 0.7903,                0.86523,                0.58394,                 1.1692,                0.83986,                 1.2909,              0.0006725,              0.0006725,              0.0006725
                     58,                 1.0304,                0.79417,                 1.2783,                0.87089,                0.80093,                0.85325,                0.56421,                 1.2158,                0.85878,                  1.316,             0.00066219,             0.00066219,             0.00066219
                     59,                 1.0371,                0.80585,                 1.2853,                0.86863,                0.78846,                  0.848,                0.57283,                 1.1605,                0.83064,                  1.291,             0.00065188,             0.00065188,             0.00065188
                     60,                 1.0306,                0.78963,                 1.2632,                0.88721,                0.78838,                0.86865,                0.58381,                 1.1414,                0.82149,                 1.2644,             0.00064156,             0.00064156,             0.00064156
                     61,                 1.0285,                0.82143,                 1.2771,                0.87922,                0.76987,                0.86179,                0.56647,                 1.1781,                0.82316,                 1.2812,             0.00063125,             0.00063125,             0.00063125
                     62,                0.99892,                 0.7797,                 1.2562,                0.83974,                0.78731,                0.84009,                 0.5414,                 1.2482,                0.90297,                 1.3202,             0.00062094,             0.00062094,             0.00062094
                     63,                0.96357,                0.74771,                 1.2372,                 0.8497,                0.74446,                0.82673,                0.51638,                 1.2868,                0.92601,                 1.3312,             0.00061062,             0.00061062,             0.00061062
                     64,                 1.0084,                0.76452,                 1.2356,                0.80052,                  0.752,                0.82401,                0.54022,                 1.1811,                 0.8892,                 1.2965,             0.00060031,             0.00060031,             0.00060031
                     65,                 1.0125,                0.77349,                 1.2916,                0.87766,                0.74442,                0.83911,                0.50108,                 1.4102,                0.87271,                 1.3952,                0.00059,                0.00059,                0.00059
                     66,                 1.0386,                0.77721,                 1.2686,                 0.8445,                0.79983,                0.84584,                 0.5402,                 1.2521,                0.82562,                 1.3069,             0.00057969,             0.00057969,             0.00057969
                     67,                  1.035,                0.77082,                   1.27,                0.86155,                0.78464,                0.83477,                0.51326,                 1.3251,                0.86528,                 1.3465,             0.00056938,             0.00056938,             0.00056938
                     68,                0.98071,                0.75399,                 1.2411,                 0.9039,                0.76581,                0.84648,                0.56628,                 1.1561,                0.84963,                 1.2649,             0.00055906,             0.00055906,             0.00055906
                     69,                0.98156,                0.73244,                 1.2272,                0.86981,                0.80787,                0.86258,                0.57364,                 1.1482,                0.79679,                 1.2615,             0.00054875,             0.00054875,             0.00054875
                     70,                0.97948,                0.72755,                 1.2385,                0.89202,                 0.8095,                 0.8798,                0.57806,                 1.1998,                0.76694,                 1.2861,             0.00053844,             0.00053844,             0.00053844
                     71,                 1.0117,                0.76144,                 1.2459,                0.86668,                0.80282,                 0.8772,                0.59948,                  1.128,                0.75519,                 1.2617,             0.00052812,             0.00052812,             0.00052812
                     72,                0.98474,                0.75558,                 1.2501,                0.86129,                0.82761,                0.87415,                0.58689,                 1.1563,                0.77423,                 1.2479,             0.00051781,             0.00051781,             0.00051781
                     73,                0.96797,                0.74931,                 1.2417,                0.88513,                  0.812,                0.86327,                0.56931,                 1.2027,                0.80175,                 1.2834,              0.0005075,              0.0005075,              0.0005075
                     74,                0.96762,                0.71524,                 1.2203,                0.88034,                0.81489,                0.87475,                0.58732,                 1.1724,                0.78222,                 1.2613,             0.00049719,             0.00049719,             0.00049719
                     75,                0.98222,                0.74037,                 1.2391,                0.86011,                0.79733,                0.87993,                0.58489,                 1.1797,                0.76348,                 1.2614,             0.00048687,             0.00048687,             0.00048687
                     76,                0.99006,                0.73701,                 1.2311,                0.83558,                0.80963,                 0.8702,                0.59591,                 1.1164,                0.81498,                 1.2332,             0.00047656,             0.00047656,             0.00047656
                     77,                0.93034,                0.69426,                 1.1891,                0.88527,                0.80994,                0.88114,                0.59379,                 1.1573,                 0.7694,                 1.2387,             0.00046625,             0.00046625,             0.00046625
                     78,                0.98191,                0.72564,                 1.2373,                0.86908,                0.81169,                0.88733,                0.59651,                  1.163,                0.72428,                 1.2559,             0.00045594,             0.00045594,             0.00045594
                     79,                0.98257,                0.71892,                 1.2255,                0.89009,                0.80261,                0.87661,                 0.5906,                 1.1548,                0.75499,                 1.2555,             0.00044563,             0.00044563,             0.00044563
                     80,                0.95242,                0.70352,                 1.2143,                0.89114,                 0.8027,                0.87018,                0.58733,                 1.1354,                0.79134,                 1.2374,             0.00043531,             0.00043531,             0.00043531
                     81,                0.96052,                0.67864,                 1.2001,                0.89213,                 0.7874,                0.87571,                 0.6023,                 1.1208,                0.75867,                 1.2271,               0.000425,               0.000425,               0.000425
                     82,                0.95957,                0.71119,                 1.2241,                0.89801,                0.80209,                0.87955,                0.59911,                 1.1176,                0.72889,                   1.24,             0.00041469,             0.00041469,             0.00041469
                     83,                0.95032,                0.69687,                 1.2161,                 0.8961,                0.81894,                0.87501,                0.59195,                 1.1532,                0.72642,                 1.2657,             0.00040438,             0.00040438,             0.00040438
                     84,                 0.9502,                0.72155,                 1.2283,                0.86877,                 0.8441,                0.89014,                 0.5784,                 1.2447,                0.72765,                 1.3081,             0.00039406,             0.00039406,             0.00039406
                     85,                0.95513,                0.66696,                 1.2112,                0.85144,                0.84913,                 0.8819,                0.56112,                 1.2739,                0.74164,                 1.3178,             0.00038375,             0.00038375,             0.00038375
                     86,                0.94349,                0.70499,                 1.2147,                0.89806,                0.81923,                0.88125,                0.59384,                 1.1604,                0.72934,                 1.2658,             0.00037344,             0.00037344,             0.00037344
                     87,                0.96146,                0.67937,                  1.208,                0.88296,                0.80259,                0.87122,                0.60131,                 1.1052,                0.75074,                 1.2292,             0.00036313,             0.00036313,             0.00036313
                     88,                0.95437,                0.68456,                 1.2082,                0.88291,                0.80462,                0.86415,                0.58675,                 1.1415,                0.74739,                 1.2434,             0.00035281,             0.00035281,             0.00035281
                     89,                0.93743,                0.67869,                 1.2035,                0.87132,                0.81499,                0.87055,                0.59143,                 1.1047,                0.74379,                 1.2371,              0.0003425,              0.0003425,              0.0003425
                     90,                0.93469,                0.67439,                 1.2051,                0.85812,                0.82679,                0.86934,                0.58032,                 1.1931,                0.74355,                 1.2722,             0.00033219,             0.00033219,             0.00033219
                     91,                0.95728,                0.66033,                 1.1947,                0.87752,                0.80382,                0.87115,                0.58883,                 1.1625,                0.74075,                 1.2602,             0.00032188,             0.00032188,             0.00032188
                     92,                0.94019,                0.69617,                 1.2017,                0.89055,                0.81236,                0.87112,                0.59368,                  1.135,                 0.7286,                 1.2394,             0.00031156,             0.00031156,             0.00031156
                     93,                0.94392,                0.68131,                 1.2233,                0.90552,                0.80826,                0.88356,                 0.5994,                  1.138,                0.71678,                 1.2319,             0.00030125,             0.00030125,             0.00030125
                     94,                0.92796,                 0.6683,                 1.1875,                0.85726,                0.85474,                0.88454,                0.60821,                 1.1167,                0.70611,                 1.2233,             0.00029094,             0.00029094,             0.00029094
                     95,                0.93501,                0.68707,                 1.1979,                0.86647,                0.83913,                0.88295,                0.57573,                 1.2552,                0.73186,                 1.2842,             0.00028063,             0.00028063,             0.00028063
                     96,                0.91885,                0.66024,                 1.1862,                0.86587,                0.83057,                 0.8841,                0.59661,                 1.1661,                0.71424,                 1.2414,             0.00027031,             0.00027031,             0.00027031
                     97,                0.92996,                0.66414,                 1.1901,                0.87931,                0.82591,                0.88247,                0.61028,                  1.111,                0.69997,                  1.217,                0.00026,                0.00026,                0.00026
                     98,                0.93124,                0.66617,                 1.1777,                0.88661,                0.80586,                0.88404,                0.60158,                 1.1493,                 0.7092,                 1.2332,             0.00024969,             0.00024969,             0.00024969
                     99,                 0.9101,                0.63199,                 1.1636,                0.86237,                0.82322,                0.88779,                0.60694,                 1.1395,                0.69457,                  1.232,             0.00023938,             0.00023938,             0.00023938
                    100,                  0.908,                0.63305,                 1.1846,                0.86845,                0.80984,                0.88891,                0.61191,                  1.128,                0.69588,                 1.2228,             0.00022906,             0.00022906,             0.00022906
                    101,                0.92901,                0.62865,                 1.1664,                0.88956,                0.81456,                0.89271,                0.58905,                 1.1966,                0.70367,                 1.2496,             0.00021875,             0.00021875,             0.00021875
                    102,                 0.9012,                0.63492,                 1.1793,                0.89023,                0.82326,                0.89559,                0.60123,                 1.1884,                0.69055,                 1.2535,             0.00020844,             0.00020844,             0.00020844
                    103,                0.88261,                0.61053,                 1.1609,                0.88733,                0.83993,                0.89857,                0.59559,                 1.2176,                0.68475,                 1.2704,             0.00019813,             0.00019813,             0.00019813
                    104,                0.89989,                0.62519,                 1.1736,                0.90884,                 0.8178,                0.89342,                 0.6023,                 1.1865,                0.68501,                 1.2583,             0.00018781,             0.00018781,             0.00018781
                    105,                0.90391,                0.65208,                 1.1791,                0.90712,                0.81926,                0.89675,                0.60601,                 1.1588,                0.67295,                 1.2434,              0.0001775,              0.0001775,              0.0001775
                    106,                0.90401,                0.63748,                 1.1846,                0.91323,                0.82437,                0.89816,                0.61881,                 1.1138,                0.65835,                 1.2225,             0.00016719,             0.00016719,             0.00016719
                    107,                0.91574,                0.63193,                 1.1803,                0.88376,                0.85348,                0.89261,                0.61179,                 1.1276,                0.66885,                  1.226,             0.00015688,             0.00015688,             0.00015688
                    108,                0.90391,                 0.6489,                 1.1928,                0.88938,                0.84533,                0.88982,                0.58813,                  1.217,                0.69016,                 1.2668,             0.00014656,             0.00014656,             0.00014656
                    109,                0.91025,                0.63832,                 1.1851,                0.87109,                0.85077,                0.89522,                0.60924,                 1.1353,                0.66984,                 1.2348,             0.00013625,             0.00013625,             0.00013625
                    110,                0.90347,                0.65003,                 1.1848,                0.90491,                0.82071,                0.89258,                0.61169,                 1.1163,                0.67259,                 1.2241,             0.00012594,             0.00012594,             0.00012594
                    111,                0.85011,                0.58947,                 1.1378,                 0.8918,                0.82023,                0.88303,                0.59861,                 1.1536,                0.69757,                 1.2391,             0.00011563,             0.00011563,             0.00011563
                    112,                0.81389,                0.51629,                   1.11,                0.87874,                0.80881,                0.87238,                0.58472,                 1.1884,                0.73522,                 1.2487,             0.00010531,             0.00010531,             0.00010531
                    113,                0.79729,                0.50257,                 1.0911,                0.84592,                0.84665,                0.87334,                0.59238,                  1.194,                0.74726,                 1.2489,                9.5e-05,                9.5e-05,                9.5e-05
                    114,                0.81629,                 0.5132,                 1.1066,                0.87282,                0.79307,                0.87135,                0.59275,                 1.1609,                0.72367,                 1.2377,             8.4688e-05,             8.4688e-05,             8.4688e-05
                    115,                0.78655,                0.46534,                 1.0912,                0.84591,                0.82558,                 0.8747,                0.59585,                 1.1655,                0.71744,                 1.2413,             7.4375e-05,             7.4375e-05,             7.4375e-05
                    116,                0.77545,                0.46135,                  1.078,                  0.847,                0.82405,                0.87733,                0.58864,                 1.1872,                0.71576,                  1.251,             6.4062e-05,             6.4062e-05,             6.4062e-05
                    117,                0.78639,                0.47906,                 1.0929,                0.88267,                0.79562,                0.88159,                0.59525,                 1.1649,                0.70366,                 1.2437,              5.375e-05,              5.375e-05,              5.375e-05
                    118,                0.77973,                0.46214,                 1.0838,                0.89077,                0.80956,                0.88387,                0.59734,                 1.1588,                0.69376,                 1.2423,             4.3438e-05,             4.3438e-05,             4.3438e-05
                    119,                0.77751,                0.46483,                 1.0793,                0.89322,                0.80811,                0.88426,                0.59626,                 1.1551,                0.69009,                 1.2418,             3.3125e-05,             3.3125e-05,             3.3125e-05
                    120,                0.78099,                0.46229,                 1.0842,                0.88082,                0.82799,                0.88562,                0.59694,                 1.1491,                0.68645,                 1.2404,             2.2812e-05,             2.2812e-05,             2.2812e-05
